,0
0,0.002421893921046258
1,0.03075805279728748
2,0.03984015500121095
3,0.0007265681763138775
4,0.007386776459191087
5,0.0008476628723661904
6,0.002421893921046258
7,0.002664083313150884
8,0.001453136352627755
9,0.002421893921046258
10,0.005085977234197142
11,0.001453136352627755
12,0.016468878663114556
13,0.0033906514894647614
14,0.2522402518769678
15,0.006296924194720271
16,0.07895374182610802
17,0.0031484620973601355
18,0.017800920319689998
19,0.001453136352627755
20,0.004964882538144829
21,0.001210946960523129
22,0.0009687575684185032
23,0.004480503753935577
24,0.0031484620973601355
25,0.002542988617098571
26,0.016347783967062244
27,0.004117219665778639
28,0.08294986679583434
29,0.005570356018406394
30,0.030152579317025915
31,0.001332041656575442
32,0.00956648098813272
33,0.0018164204407846937
34,0.032211189149915234
35,0.001332041656575442
36,0.004480503753935577
37,0.0007265681763138775
38,0.0023007992249939454
39,0.006054734802615646
40,0.004843787842092516
41,0.0019375151368370065
42,0.030515863405182853
43,0.007023492371034149
44,0.012351658997335917
45,0.0023007992249939454
46,0.003875030273674013
47,0.0007265681763138775
48,0.012593848389440542
49,0.00036328408815693874
50,0.006296924194720271
51,0.0004843787842092516
52,0.0016953257447323807
53,0.0006054734802615645
54,0.004480503753935577
55,0.0015742310486800677
56,0.012957132477597482
57,0.004359409057883265
58,0.005207071930249455
59,0.0008476628723661904
60,0.004601598449987891
61,0.00036328408815693874
62,0.005449261322354081
63,0.0001210946960523129
64,0.004843787842092516
65,0.0007265681763138775
66,0.001332041656575442
67,0.0008476628723661904
68,0.0036328408815693874
69,0.0008476628723661904
70,0.005207071930249455
71,0.0042383143618309515
72,0.002421893921046258
73,0.0033906514894647614
74,0.0020586098328893195
75,0.00036328408815693874
76,0.00666020828287721
77,0.00036328408815693874
78,0.003996124969726326
79,0.00036328408815693874
80,0.007023492371034149
81,0.0006054734802615645
82,0.0021797045289416324
83,0.0006054734802615645
84,0.003996124969726326
85,0.002421893921046258
86,0.0018164204407846937
87,0.0023007992249939454
88,0.001453136352627755
89,0.0008476628723661904
90,0.0018164204407846937
91,0.001210946960523129
92,0.0031484620973601355
93,0.0001210946960523129
94,0.0006054734802615645
95,0.0007265681763138775
96,0.0020586098328893195
97,0.002664083313150884
98,0.0016953257447323807
99,0.002542988617098571
100,0.001453136352627755
101,0.0009687575684185032
102,0.0007265681763138775
103,0.00036328408815693874
104,0.001332041656575442
105,0.001332041656575442
106,0.0007265681763138775
107,0.00036328408815693874
108,0.00036328408815693874
109,0.0008476628723661904
110,0.0002421893921046258
111,0.0009687575684185032
112,0.002421893921046258
113,0.003027367401307823
114,0.0016953257447323807
115,0.0010898522644708162
116,0.0001210946960523129
117,0.0002421893921046258
118,0.0008476628723661904
119,0.0002421893921046258
120,0.0004843787842092516
121,0.0002421893921046258
122,0.0006054734802615645
123,0.0008476628723661904
124,0.00036328408815693874
125,0.00036328408815693874
126,0.001453136352627755
127,0.00036328408815693874
128,0.0035117461855170744
129,0.001453136352627755
130,0.0004843787842092516
131,0.0004843787842092516
132,0.0006054734802615645
133,0.0002421893921046258
134,0.0002421893921046258
135,0.00036328408815693874
136,0.0002421893921046258
137,0.0002421893921046258
138,0.0004843787842092516
139,0.0002421893921046258
140,0.0008476628723661904
141,0.0009687575684185032
142,0.001453136352627755
143,0.001453136352627755
144,0.00036328408815693874
145,0.0007265681763138775
146,0.0019375151368370065
147,0.0010898522644708162
148,0.0010898522644708162
149,0.0001210946960523129
150,0.0002421893921046258
151,0.0001210946960523129
152,0.0004843787842092516
153,0.0001210946960523129
154,0.001332041656575442
155,0.00036328408815693874
156,0.0007265681763138775
157,0.0004843787842092516
158,0.00036328408815693874
159,0.0001210946960523129
160,0.0010898522644708162
161,0.0002421893921046258
162,0.006902397674981835
163,0.0008476628723661904
164,0.00036328408815693874
165,0.0001210946960523129
166,0.0001210946960523129
167,0.0004843787842092516
168,0.0008476628723661904
169,0.0006054734802615645
170,0.00036328408815693874
171,0.0002421893921046258
172,0.0001210946960523129
173,0.0002421893921046258
174,0.0004843787842092516
175,0.0001210946960523129
176,0.0006054734802615645
177,0.0004843787842092516
178,0.0009687575684185032
179,0.0001210946960523129
180,0.0007265681763138775
181,0.0001210946960523129
182,0.0009687575684185032
183,0.0002421893921046258
184,0.0004843787842092516
185,0.0002421893921046258
186,0.0002421893921046258
187,0.0001210946960523129
188,0.0002421893921046258
189,0.0001210946960523129
190,0.0002421893921046258
191,0.0004843787842092516
192,0.0002421893921046258
193,0.0001210946960523129
194,0.00036328408815693874
195,0.0001210946960523129
196,0.0009687575684185032
197,0.0002421893921046258
198,0.0002421893921046258
199,0.0006054734802615645
200,0.0006054734802615645
201,0.00036328408815693874
202,0.0001210946960523129
203,0.0001210946960523129
204,0.00036328408815693874
205,0.0001210946960523129
206,0.00036328408815693874
207,0.00036328408815693874
208,0.0002421893921046258
209,0.0001210946960523129
210,0.0008476628723661904
211,0.00036328408815693874
212,0.00036328408815693874
213,0.0006054734802615645
214,0.00036328408815693874
215,0.0001210946960523129
216,0.00036328408815693874
217,0.00036328408815693874
218,0.0002421893921046258
219,0.0001210946960523129
220,0.0001210946960523129
221,0.0002421893921046258
222,0.0001210946960523129
223,0.0001210946960523129
224,0.0001210946960523129
225,0.0002421893921046258
226,0.001210946960523129
227,0.0004843787842092516
228,0.0002421893921046258
229,0.0002421893921046258
230,0.0004843787842092516
231,0.0002421893921046258
232,0.0001210946960523129
233,0.0002421893921046258
234,0.0002421893921046258
235,0.0007265681763138775
236,0.0006054734802615645
237,0.0002421893921046258
238,0.0001210946960523129
239,0.00036328408815693874
240,0.0002421893921046258
241,0.0006054734802615645
242,0.0002421893921046258
243,0.00036328408815693874
244,0.0009687575684185032
245,0.00036328408815693874
246,0.00036328408815693874
247,0.0002421893921046258
248,0.0002421893921046258
249,0.0001210946960523129
250,0.0002421893921046258
251,0.0002421893921046258
252,0.00036328408815693874
253,0.0002421893921046258
254,0.0001210946960523129
255,0.0002421893921046258
256,0.0001210946960523129
257,0.00036328408815693874
258,0.0002421893921046258
259,0.0001210946960523129
260,0.0009687575684185032
261,0.00036328408815693874
262,0.00036328408815693874
263,0.0001210946960523129
264,0.0001210946960523129
265,0.0002421893921046258
266,0.0002421893921046258
267,0.0002421893921046258
268,0.0007265681763138775
269,0.00036328408815693874
270,0.0001210946960523129
271,0.0006054734802615645
272,0.0002421893921046258
273,0.0002421893921046258
274,0.00036328408815693874
275,0.0001210946960523129
276,0.0008476628723661904
277,0.0001210946960523129
278,0.0002421893921046258
279,0.0001210946960523129
280,0.0001210946960523129
281,0.0001210946960523129
282,0.0006054734802615645
283,0.0001210946960523129
284,0.0001210946960523129
285,0.0001210946960523129
286,0.00036328408815693874
287,0.0002421893921046258
288,0.0001210946960523129
289,0.0002421893921046258
290,0.00036328408815693874
291,0.0002421893921046258
292,0.0002421893921046258
293,0.0001210946960523129
294,0.00036328408815693874
295,0.0001210946960523129
296,0.0002421893921046258
297,0.0001210946960523129
298,0.0001210946960523129
299,0.0001210946960523129
