VisualizationID	SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge	SMILES
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9187	9187	9187	IICJGRPHDDKCDK	44.911	2.1e-25	1188.79	1189.78	-1	M+H	1	[H]OC([H])([H])C([H])(N([H])C(=O)C1([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C2([H])N(C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C(N([H])C(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10835	10835	10835	GCYCNNNVEBIXIM	86.157	2.6e-25	798.406	799.422	-1	M+H	1	C[C@H]([C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)NCC(=O)N3CCC[C@H]3C(=O)N1)CC4=CC=CC=C4)CC5=CNC6=CC=CC=C65)CC(C)C)O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4522	4522	4522	YSPNHJIQHQTTOK	35.921	2.7e-25	1133.78	1134.79	-1	M+H	1	CCC(C)C=CC(=O)N1CC(C)CC1C(=O)NC(CC(C)C)C(=O)NC(C(C(C)C)O)C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(=O)(C)C
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11101	11101	11101	AFOLBAYDTRBYBA	145.956	7.6e-25	1294.84	1295.84	-1	M+H	1	CCCCCCCCCCCC(O)CC(NC(C(NC(C(NC1C(C)OC(C(C(C)C)NC(C(CO)NC(C(CC(C)C)NC(C(CC(C)C)NC(C(CO)NC(C(CC(C)C)NC(C(C(CC)C)NC1=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC(O)=O)=O)CC(C)C)=O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3190	3190	11122	NCCHYDXMXHIKMK	96.122	1.7e-24	740.411	741.418	-1	M+H	1	[H]N(C(=O)C([H])([H])[H])C1([H])C(=O)N([H])C([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N(C([H])([H])[H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)O[C@]1([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	615	615	615	XOQYSZXRJXOERD	54.636	1.8e-24	1037.68	1038.69	-1	M+H	1	[H]OC([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])([H])N([H])C(=O)C(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6353	6353	6353	ZPZHKIOMBYYVRD	20.408	2.0e-24	1217.84	1218.85	-1	M+H	1	[H]OC([H])([H])C(\[H])=C(/[H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])N(C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)C([H])([H])N(C(=O)[C@]([H])(N([H])C1=O)C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7271	7271	7271	FPMIEPCWEZBKGP	146.39	3.4e-24	1280.82	1281.83	-1	M+H	1	CCCCCCCCCCCC(O)CC(NC(C(NC(C(NC1C(C)OC(C(C(C)C)NC(C(CO)NC(C(CC(C)C)NC(C(CC(C)C)NC(C(CO)NC(C(CC(C)C)NC(C(C(C)C)NC1=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC(O)=O)=O)CC(C)C)=O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9648	9648	4437	CLOAPNHOUOVLON	13.32	5.0e-24	1215.86	1216.87	-1	M+H	1	[H]N(C([H])([H])[H])[C@]1([H])C(=O)N([H])C([H])(C(=O)N(C([H])([H])[H])C([H])([H])C(=O)N(C([H])([H])[H])C([H])(C(=O)N([H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)N(C([H])([H])[H])C([H])(C(=O)O[C@]1([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])=C([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2483	2483	2483	BQKZAAFVKZMCPR	68.471	6.3e-24	1462.76	1463.78	-1	M+H	1	O=C([C@H]([C@@H](C[C@H](CCCC(CC1=CC=CC=C1)O)OC([C@@H](NC(C)=O)C)=O)NC([C@@H]2[C@@H](C)CCN2C([C@]([C@H](C(C)C)O)([H])NC(CNC3=O)=O)=O)=O)O)N[C@H](CO)C(NCC(N4[C@H](C(N5[C@H](C(N[C@H](CC(C)C)C(N[C@@H](CCO)C(N[C@@H]3CC6=CC=CC=C6)=O)=O)=O)[C@@H](C)[C@@H](O)C5)=O)[C@@H](C)[C@@H](O)C4)=O)=O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2181	2181	2181	GXDQZGCYZTUMNE	33.08	1.1e-23	1119.76	1120.77	-1	M+H	1	N1(C(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCC(=O)NC(CNC)C)(C)C)(C)C)CC(C)C)CC(C)C)(C)C)C(C(C)C)O)CC(CO)C)CC(C1)C)C(=O)/C=C/[C@@H](CC)C
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3659	3659	3659	APOLYTJSSKGYDB	71.684	2.2e-23	1006.49	1007.5	-1	M+H	1	CC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@]1([H])CCCN12)=O)CC3=CC=C(O)C=C3)=O)CC(O)=O)=O)CC4=CC=CC=C4)=O)CC5=CNC6=CC=CC=C56)=O)CCCCN)=O)C)=O)C2=O)C
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6712	6712	6712	HOQHZAISJNVLMZ	91.143	2.3e-23	903.522	904.529	-1	M+H	1	O=C(N[C@H](CC(C)C)C(N[C@@H]([C@H](O)C)C(N1[C@@H](CCC1)C(N[C@H](CC(C)C)C(N2[C@H](CCC2)C(N[C@@H](CC3=CNC4=CC=CC=C34)C(N[C@H]5C(C)C)=O)=O)=O)=O)=O)=O)[C@H]6N(C5=O)CCC6
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2825	2825	2825	GUMIALLQHODSIG	10.142	4.9e-23	1111.67	1112.68	-1	M+H	1	[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])(C(=O)OC1([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6806	6806	5628	OXBVVUPTVONEJO	84.655	7.1e-23	1153.72	1154.71	-1	M+H	1	[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])(C(=O)OC1([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7840	7840	7840	KDZUJZSBNBCYEK	75.828	8.5e-23	984.59	985.603	-1	M+H	1	[H]N1C(=O)[C@@]([H])(OC(=O)C([H])(C([H])([H])[H])C([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N(C(=O)C1([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7448	7448	7448	IKZAEPXVDFABJH	64.655	1.7e-22	1048.71	1049.72	-1	M+H	1	[H]OC(=O)C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])(OC(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11239	11239	5628	OXBVVUPTVONEJO	92.228	1.9e-22	1153.72	1154.72	-1	M+H	1	[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C(=O)N([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])C([H])(C(=O)OC1([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3562	3562	3562	NZNSTOHSZZLSNP	78.748	1.9e-22	772.427	773.434	-1	M+H	1	CC(C)C1NC(=O)C(C)NC(=O)CCCNC(=O)C(CC2=C[NH]C3=C2C=CC=C3)NC(=O)C(C)NC(=O)C(NC(=O)C(NC1=O)C(C)C4=CC=CC=C4)C(C)C
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7664	7664	7664	VBYYGSMHUKZIND	60.749	2.0e-22	1234.72	1235.74	-1	M+H	1	CCCCC(=O)CCCCCCCCCC(C)C1C(C(=O)NC(C(=O)NC(=CC)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)N(C(C(=O)N2CCCC2C(=O)N1)CC(=O)N)C)C(C)OC)CCC(=O)N)C(C)O)C(C)O)C(C)C)O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9330	9330	9330	KKIVMGDDVLIFLL	41.807	3.1e-22	1070.58	1071.58	-1	M+H	1	CC(C)CCCCCCCCCCC1CC(=O)NC(CC(=N)O)C(=O)NC(Cc2ccc(cc2)O)C(=O)NC(CC(=N)O)C(=O)NC(CCC(=N)O)C(=O)N2CCCC2C(=O)NC(CC(=N)O)C(=O)NC(CO)C(=O)N1
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9282	9282	9282	MYWRZVJMFJSCQN	51.975	3.6e-22	792.342	793.352	-1	M+H	1	[H]OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(OC(=O)C([H])([H])C([H])(O[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5933	5933	5933	RCQTVEFBFUNTGM	39.133	3.6e-22	882.256	883.265	-1	M+H	1	CC1C(C(=O)OC(C(C(=O)OC(C(C(=O)O1)NC(=O)CNC(=O)C2=C(C(=CC=C2)O)O)C)NC(=O)CNC(=O)C3=C(C(=CC=C3)O)O)C)NC(=O)CNC(=O)C4=C(C(=CC=C4)O)O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9376	9376	9376	TUZXHVDPBZLCEP	73.422	4.1e-22	1035.68	1036.69	-1	M+H	1	[H]N1C(=O)C([H])([H])C([H])(OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]1([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6225	6225	6321	HPBKRTWLUQRMNA	48.414	4.6e-22	1049.7	1050.71	-1	M+H	1	CC(C)CCCCCCCCCC[C@@H]1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1818	1818	1818	MITIRDUVDFDKHI	50.591	5.0e-22	1027.57	1028.57	-1	M+H	1	[H]OC1=C([H])C([H])=C(C([H])=C1[N+]([O-])=O)C([H])([H])[C@]1([H])N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])[H])C([H])([H])C1=C([H])N(C2=C([H])C([H])=C([H])C([H])=C12)C(C([H])([H])[H])(C([H])([H])[H])C1([H])OC1([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5198	5198	5198	LVGMCXZPNJMSFE	89.174	6.9e-22	837.406	838.409	-1	M+H	1	C[C@@H]1C(C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O1)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)C(C)C)CC5=CC=CC=C5)NC(=O)[C@@H](CC(C)C)NC=O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6237	6237	6237	IUUPKKJFQBHLPQ	72.093	1.2e-21	1020.68	1021.69	-1	M+H	1	[H]OC(=O)C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])(OC(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6705	6705	6705	ZOPOQQIYRGAAQO	46.949	1.3e-21	1006.67	1007.67	-1	M+H	1	[H]OC(=O)C([H])([H])C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])(OC(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	767	767	767	MNVIIQPACGZZBQ	77.179	1.4e-21	1030.53	1031.54	-1	M+H	1	[H]OC(=O)C([H])([H])C([H])([H])C1([H])N([H])C(=O)C2([H])N(C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C1=O)C([H])([H])O[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C2([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	497	497	2052	VLTSBRYDSJPRRG	6.379	1.9e-21	1173.81	1174.82	-1	M+H	1	[H]OC([H])([C@]([H])(C([H])([H])[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])[H])[C@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)C([H])([H])N(C(=O)[C@]([H])(N([H])C1=O)C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4284	4284	4284	BNVLXJXRCARHAN	35.313	2.2e-21	1012.62	1013.63	-1	M+H	1	[H]N1C(=O)[C@@]([H])(OC(=O)[C@@]([H])(C([H])([H])[H])[C@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)C(C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N(C(=O)[C@@]([H])(N(C(=O)C([H])([H])N([H])C(=O)C([H])(N(C(=O)C1([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(OC([H])([H])[H])C([H])=C1[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10206	10206	2264	NJGWOFRZMQRKHT	85.206	4.1e-21	1035.68	1036.69	-1	M+H	1	CC(C)CCCCCCCCC[C@H]1CC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
None	/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6106	6106	6106	SBKWAHPUHRUGMG	64.059	5.1e-21	1124.71	1125.72	-1	M+H	1	[H]OC([H])([H])[C@@]1([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[C@]([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])[C@@]([H])(OC(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
