SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	P-Value	PeptideMass	SpectrumMass	Retention	Adduct	Charge
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10557	10557	10557	RYLHNOVXKPXDIP	18.855	8.8e-11	488.036	489.043	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9978	9978	9978	PBYPZVMETKFGQR	28.36	1.2e-10	762.513	763.52	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2592	2592	2592	YAQNNOLWSOWJMO	24.364	1.4e-10	428.279	429.287	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1163	1163	1163	SHCDDOATCRSWRH	43.434	1.7e-10	635.255	636.267	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	242	242	242	MIZMDSVSLSIMSC	40.248	1.7e-10	639.409	640.416	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1866	1866	1866	UCQPBOFHICXBCU	35.164	1.8e-10	624.41	625.416	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9569	9569	1293	TVZBMYDJHZPXMZ	22.506	2.0e-10	444.31	445.318	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10485	10485	10485	PBVWYDDSHIDNBJ	23.682	2.1e-10	494.289	495.297	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9063	9063	9063	OJSUENRPBJADBN	23.933	2.3e-10	798.508	799.518	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3811	3811	3811	MWZPHNZNPKKSEI	37.607	2.4e-10	559.372	560.379	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8198	8198	8198	FWFRRBPYKRBFLL	18.593	2.6e-10	597.327	598.34	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10832	10832	10832	WUAZBFIPYKXGNS	23.998	2.7e-10	873.5	874.501	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1822	1822	1822	GWLHFNKLJRZBAI	37.1	3.0e-10	609.353	610.362	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4313	4313	4313	XMZFVIHXDZKBHP	29.857	3.1e-10	424.211	425.219	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4513	4513	4513	RDTKVQUPKFRZEV	20.862	3.4e-10	821.476	822.482	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1696	1696	1696	MRXGDZORFRGURD	14.304	3.4e-10	719.447	720.454	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1975	1975	1975	QWWUZAJFCIZIIQ	36.524	3.7e-10	383.242	384.249	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8434	8434	8434	FEARKJXFXOBPLB	22.36	4.1e-10	447.248	448.259	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10042	10042	10042	AUJXLBOHYWTPFV	16.459	4.7e-10	1100.42	1101.43	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3060	3060	3060	CUFBHSCIAQRRRO	7.464	4.9e-10	1160.75	1161.77	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11099	11099	11099	PIXYPRXKMCTYQV	26.605	5.3e-10	529.239	530.246	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10420	10420	10420	AKYUFOZFLOQQQL	32.751	5.7e-10	620.415	621.422	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5534	5534	5534	GBGKVNUYCBHABP	32.075	6.2e-10	782.284	783.292	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5650	5650	5650	KMROBKXFMBWHHE	48.151	6.3e-10	681.456	682.466	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11798	11798	11798	CVWNSOHSMMCZJU	17.428	6.4e-10	1333.59	1334.6	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8209	8209	8209	TWHBYJSVDCWICV	34.839	6.8e-10	681.456	682.464	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8389	8389	8389	QSDALNKTMACYSH	22.171	7.9e-10	492.201	493.209	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4070	4070	4070	APPHUGXGULEGGN	22.937	8.7e-10	466.258	467.266	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8363	8363	8363	VBFXAALSKCTOAO	20.542	9.0e-10	438.19	439.198	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9627	9627	9627	MSWRFBPAGLGJCX	31.937	9.1e-10	515.238	516.245	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	257	257	257	NQYBAQKNRIOTBU	19.569	9.5e-10	466.241	467.249	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8021	8021	5621	TZDNQXHJIUCEPM	22.233	9.5e-10	544.326	545.334	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	701	701	701	NHLBOKNHQIEJIH	27.852	1.3e-09	499.308	500.329	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8170	8170	6883	VOGUXYYEECPXQO	19.184	1.3e-09	450.23	451.238	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10028	10028	10028	MDIRDFOZMJDCMK	28.382	1.3e-09	488.13	489.143	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5328	5328	5328	WEORCYBDFCLEEX	22.498	1.4e-09	559.279	560.289	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11683	11683	11683	WWINRDXLWQQKMF	15.166	1.6e-09	570.248	571.256	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9547	9547	9547	MYHSTFYQUQCVIJ	21.822	1.7e-09	500.3	501.308	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11012	11012	11012	NJPPVKZQTLUDBO	18.798	1.9e-09	492.012	493.019	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5679	5679	5679	CVJDJVCOTWRRGG	19.367	1.9e-09	414.146	415.154	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7996	7996	7996	VZPAURMDJZOGHU	28.12	2.0e-09	444.205	445.212	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6359	6359	6359	UISUNVFOGSJSKD	19.925	2.1e-09	538.963	539.97	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10773	10773	10773	DFQMKYUSAALDDY	50.344	2.1e-09	778.487	779.494	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3131	3131	3131	PXHQOGXBLLMAOT	18.315	2.1e-09	691.39	692.395	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3915	3915	3915	CYHMHJHPJPGOEW	16.632	2.4e-09	520.232	521.24	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5522	5522	5522	RWSXRVCMGQZWBV	18.559	2.4e-09	307.084	308.093	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10728	10728	10728	XAIPTRIXGHTTNT	16.47	2.5e-09	358.033	359.04	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4751	4751	4751	CVULDJMCSSACEO	18.978	2.6e-09	506.221	507.227	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8484	8484	8484	PLFFZWBHDRTEHV	9.862	2.6e-09	1008.53	1009.54	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8629	8629	5901	UNYXUWKZLGLQBX	17.538	2.6e-09	452.206	453.214	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	608	608	608	JOLAMJWIIUJAJL	17.853	2.7e-09	535.207	536.215	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5435	5435	5435	PVAWVKQDYYTSIE	29.268	2.7e-09	541.373	542.38	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	939	939	939	VMUVVJGWEOSCES	19.237	2.8e-09	562.264	563.27	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2124	2124	2124	HSYXIEOTZUJZPZ	14.803	2.9e-09	381.169	382.177	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	924	924	924	MDHMFQLJCYZIRM	16.426	3.3e-09	416.166	417.174	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4352	4352	4352	BENIATCKWZLKMA	25.721	3.3e-09	680.362	681.369	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7249	7249	7249	BFUKWVVFVGUARP	20.943	4.2e-09	440.311	441.32	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4972	4972	4972	QWBKHPNGPXORRV	21.962	4.5e-09	595.394	596.402	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	365	365	365	CSQNHSGHAPRGPQ	22.58	5.0e-09	372.274	373.281	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5599	5599	5599	SRTJRFVGRIMETK	16.475	5.1e-09	438.19	439.198	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	404	404	404	OHDXGZAYYBMHCY	19.437	5.2e-09	479.242	480.25	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3865	3865	3865	ZPYOAQNUBHWSFW	16.347	5.5e-09	519.248	520.256	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4989	4989	4989	LLMKLMMXMOTPRU	26.097	5.5e-09	705.265	706.286	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10495	10495	10495	ABHHIGWFFMCQOC	37.932	5.6e-09	584.353	585.36	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5929	5929	5569	ABGLMHPLWOWSIG	16.421	6.2e-09	402.19	403.198	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3909	3909	3909	HXJDWCWJDCOHDG	19.493	6.5e-09	391.178	392.19	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6240	6240	6240	FAIBABZLZCCOIP	22.674	6.9e-09	444.274	445.281	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9911	9911	9911	MGCXOVOYIFZHHZ	20.609	7.0e-09	738.457	739.462	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8062	8062	8062	UCEUYERIQMXXBY	24.534	7.3e-09	410.289	411.296	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3063	3063	3063	NCDNCNXCDXHOMX	19.015	9.1e-09	720.313	721.322	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2400	2400	2400	SRHCZSHNDDEHKH	23.379	9.3e-09	479.217	480.22	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3475	3475	3475	VBKOUAVWXRGGDI	20.357	9.4e-09	536.097	537.109	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2878	2878	2878	NJYYDRBRLSOFNG	26.112	9.6e-09	510.268	511.275	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6024	6024	6024	QHBOBFSAKTUMRH	17.897	9.7e-09	492.31	493.318	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4991	4991	4991	KGNAXTMQQANFON	18.537	9.8e-09	976.407	977.414	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11487	11487	11487	UCAFTLMODRRASO	25.234	1.3e-08	524.283	525.29	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5901	5901	5901	UNYXUWKZLGLQBX	18.885	1.3e-08	452.206	453.214	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1293	1293	1293	TVZBMYDJHZPXMZ	15.14	1.4e-08	444.31	445.318	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5961	5961	5961	WOTLZHIBNVZFQZ	14.112	1.4e-08	491.217	492.225	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1960	1960	1960	CIRMNTDTIYXVDA	22.851	1.5e-08	494.274	495.28	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7581	7581	7581	BJDRRNWYCYYLQV	15.146	1.6e-08	478.261	479.269	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	65	65	65	NODOLTRBPIFGCQ	34.79	1.9e-08	606.399	607.41	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1052	1052	1052	ZWULOVMIJRITDI	15.192	2.0e-08	337.179	338.187	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6883	6883	6883	VOGUXYYEECPXQO	17.422	2.0e-08	450.23	451.238	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10814	10814	10814	HZWIJOWMGPTNRA	18.367	2.3e-08	609.353	610.36	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3420	3420	3420	OPVZUEPSMJNLOM	10.891	2.3e-08	674.489	675.496	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6435	6435	6435	MLDQJTXFUGDVEO	15.386	2.4e-08	464.086	465.096	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5154	5154	5154	LQSGRURSAZWYKP	11.513	2.4e-08	494.253	495.261	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2868	2868	2868	USFUFHFQWXDVMH	20.107	2.5e-08	286.089	287.1	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8306	8306	8306	OXQSHEREUUUCEE	20.123	2.6e-08	780.414	781.421	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8617	8617	8617	CRXDBBAZDKEROX	19.452	2.7e-08	882.321	883.329	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8335	8335	8335	WPXATJMWMPFBJS	11.606	2.8e-08	581.19	582.197	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8057	8057	6468	FAIPNHMNCVVHLA	13.569	2.9e-08	715.299	716.307	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	841	841	841	PAZRNFHBUAVIRN	14.774	3.0e-08	306.158	307.165	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9609	9609	9609	BRFNOJXPTOLWMI	22.442	3.1e-08	432.274	433.281	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2427	2427	2427	FEAMDIVMHZYOEM	14.686	3.2e-08	432.254	433.261	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7464	7464	7464	DUBZTDQBWNJMMM	14.106	3.2e-08	532.221	533.229	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4098	4098	3163	YFZBJVTZUSFVJF	14.144	3.4e-08	422.232	423.24	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3724	3724	3724	OOXFYQVRTMCLBW	19.16	3.5e-08	550.283	551.29	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6917	6917	6917	XYUFCXJZFZPEJD	26.27	3.6e-08	550.159	551.166	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9555	9555	9555	CNJJMBLXGCDBGS	17.178	3.6e-08	497.21	498.217	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11651	11651	11651	VKTKIEBEEYNUSW	17.617	3.7e-08	416.279	417.287	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8993	8993	8993	LWAFJAUWIUJDHP	14.801	3.9e-08	426.207	427.215	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11476	11476	5398	DSFYPIUSAMSERP	19.652	4.1e-08	400.28	401.288	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10194	10194	10194	NFDIIJYBVFLLLH	12.545	4.2e-08	509.253	510.26	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11439	11439	11439	BSVJWNAVNNNGFO	16.495	4.4e-08	580.236	581.243	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	965	965	965	NHEMQBHHQZAHQY	11.016	4.6e-08	549.262	550.27	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8359	8359	8359	ZCAXKTMXLLDQED	19.556	4.9e-08	510.215	511.223	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10606	10606	10606	WDBOOCOBLDDTEQ	17.938	5.1e-08	354.19	355.198	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8953	8953	991	XUNJTZNAIXYURM	16.523	5.3e-08	431.206	432.213	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10783	10783	10783	OGKLVJMNCMVUAQ	17.347	5.5e-08	417.172	418.18	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7349	7349	7349	FNHKPVJBJVTLMP	20.889	5.5e-08	482.077	483.084	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8983	8983	8983	CDZVJFRXJAUXPP	18.083	5.5e-08	609.364	610.374	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5262	5262	5262	AVEGDIAXTDVBJS	18.625	5.7e-08	400.28	401.287	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4179	4179	4179	SIYAFSFQNAMZQK	15.838	5.9e-08	447.177	448.185	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5536	5536	5536	XJLATMLVMSFZBN	16.03	5.9e-08	385.258	386.266	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1178	1178	1178	BEFNEUNVEVOMOD	16.41	5.9e-08	423.216	424.224	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7992	7992	7992	SOIIKURIVIWMKK	18.417	5.9e-08	448.284	449.29	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4929	4929	4929	KXSOUIKZMJRRKL	16.094	6.0e-08	530.142	531.149	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	7902	7902	7902	FONHTANVJZLRTJ	15.847	6.0e-08	299.079	300.087	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11448	11448	11448	KAHWJOOGRGHPND	15.816	6.2e-08	450.263	451.271	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4811	4811	4811	JBUKTYKVQGJXQW	18.621	6.2e-08	411.196	412.204	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	6285	6285	6285	TYYBFXNZMFNZJT	10.926	6.4e-08	1268.57	1269.58	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	10153	10153	10153	XBCIAIFMNHPXTN	17.963	6.5e-08	440.222	441.23	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4732	4732	5193	ZVYMCLIDNNTNCL	10.317	6.6e-08	534.258	535.271	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	11185	11185	11185	BEDSGEULUAVXQH	15.163	6.8e-08	560.153	561.16	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1686	1686	1686	VLJLJGASSMFFLW	14.062	6.8e-08	538.263	539.27	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8379	8379	8379	SVZFKLBRCYCIIY	24.83	6.9e-08	384.249	385.256	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3646	3646	3646	URBFANMWRODMRT	11.697	6.9e-08	729.227	730.234	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5543	5543	5543	OMRQLNQIRCTHRM	10.464	6.9e-08	854.443	855.45	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	3163	3163	3163	YFZBJVTZUSFVJF	13.876	7.1e-08	422.232	423.24	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1844	1844	1844	IWFLRMVAYVMQBI	18.083	7.4e-08	438.227	439.235	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2286	2286	2286	RRVPPYNAZJRZFR	19.139	7.6e-08	759.578	760.582	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	5777	5777	5777	SNPUUTQIPHTWGL	22.696	7.7e-08	659.411	660.418	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2104	2104	2104	WLMNOQLTEBGVAO	14.332	7.8e-08	391.164	392.172	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	9549	9549	9549	WEZQHZWQIIMTES	13.952	8.1e-08	546.237	547.244	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4182	4182	4182	QEIGNBWTKVBBBG	13.108	8.6e-08	507.24	508.248	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	2288	2288	2288	QGJYMDGLIUFPFT	15.492	8.8e-08	538.151	539.159	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	4169	4169	4169	BTHUUTBVHUBHNR	7.398	8.8e-08	957.465	958.47	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	8439	8439	8439	MFFGCTAVWWFSEP	15.688	9.8e-08	486.19	487.198	-1	M+H	1
/home/nikitos/varquest/side_sources/gnps_positive_MH_unique/gnps_positive_MH_unique.mgf	1323	1323	1323	RZQNQMRSGMXXMH	21.733	9.8e-08	576.387	577.394	-1	M+H	1
